Problem_ID,Status,Nodes_Explored,Time_Seconds,Order_Type
200,Solved,19558,0.008772,0
201,Solved,90156,0.045157,0
202,Solved,22417074,9.47153,0
203,Solved,505,0.001756,0
204,Solved,166339,0.037827,0
205,Solved,47,0.002244,0
206,Solved,1107040,0.26795,0
207,Solved,3282695,1.18209,0
208,Solved,11240,0.005342,0
209,Solved,41632726,13.0176,0
210,Solved,717226,0.311207,0
211,Solved,598,0.002025,0
212,Solved,11752,0.007905,0
213,Solved,189491,0.056431,0
214,Solved,549,0.00209,0
215,Solved,134740,0.051193,0
216,Solved,27380,0.014645,0
217,Timeout,-1,60,0
218,Solved,11672,0.005833,0
219,Solved,19110,0.010137,0
220,Timeout,-1,60,0
221,Solved,12424780,5.12952,0
222,Solved,89812,0.033894,0
223,Solved,35242,0.013518,0
224,Solved,328984,0.073232,0
225,Solved,66386,0.026238,0
226,Solved,46474108,17.5403,0
227,Solved,513,0.001518,0
228,Solved,238453,0.070293,0
229,Solved,10227847,3.15886,0
230,Solved,60625390,20.0042,0
231,Solved,238629,0.086846,0
232,Solved,4070,0.005019,0
233,Solved,4478,0.005566,0
234,Solved,69679437,22.8342,0
235,Solved,23453,0.010243,0
236,Solved,230831,0.098705,0
237,Solved,15607,0.007109,0
238,Timeout,-1,60,0
239,Solved,226816,0.085604,0
240,Solved,144,0.001995,0
241,Solved,2394,0.002242,0
242,Solved,1541,0.003274,0
243,Solved,15336298,4.66071,0
244,Solved,1499,0.002534,0
245,Solved,238229,0.127283,0
246,Solved,5759158,1.74959,0
247,Solved,49239,0.023687,0
248,Solved,66610,0.027129,0
249,Solved,9755587,3.18122,0
250,Solved,203406,0.081267,0
251,Solved,19450665,4.40951,0
252,Solved,72487199,26.6937,0
253,Solved,238717,0.096265,0
254,Solved,35306,0.015907,0
255,Solved,11613476,3.76329,0
256,Solved,72678965,23.9401,0
257,Solved,14847967,3.53946,0
258,Solved,339725,0.076095,0
259,Solved,91548,0.034822,0
260,Solved,219098,0.09444,0
261,Solved,230407,0.083677,0
262,Solved,226864,0.091376,0
263,Solved,246483,0.092785,0
264,Solved,219106,0.091807,0
265,Solved,7932,0.004731,0
266,Solved,202982,0.066865,0
267,Solved,448,0.003149,0
268,Solved,74218043,24.72,0
269,Solved,3942,0.003989,0
270,Solved,269681,0.118566,0
271,Solved,78482088,31.8525,0
272,Solved,62685,0.019475,0
273,Solved,13417,0.005347,0
274,Solved,4263013,1.66737,0
275,Solved,8794277,2.93875,0
276,Solved,246091,0.09776,0
277,Solved,219114,0.094148,0
278,Timeout,-1,60,0
279,Solved,219536,0.058075,0
280,Solved,92557,0.037928,0
281,Solved,2430,0.00261,0
282,Solved,221845,0.089766,0
283,Solved,59485063,23.392,0
284,Solved,15263,0.008413,0
285,Solved,41349707,13.5856,0
